Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos,Pos_encoded
73.0,245.0,4.77,32.01,25.0,113.69,7.12,4.5,FB_997,2
72.0,189.0,4.48,37.03,14.0,117.25,7.08,4.2,CB_1307,0
75.0,229.0,4.95,33.84,22.0,110.39,7.14,4.44,QB_2930,5
72.0,204.0,4.55,34.95,23.0,116.62,7.05,4.16,RB_642,6
73.0,216.0,4.59,34.04,13.0,119.41,7.14,4.28,S_800,7
77.0,250.0,4.72,33.09,19.0,118.6,7.11,4.47,TE_35,8
74.0,244.0,4.67,33.56,25.0,113.6,7.07,4.44,FB_1141,2
73.0,238.0,4.79,31.27,24.0,117.62,7.21,4.3,LB_22,3
69.0,226.0,4.59,36.04,18.0,115.11,6.91,4.35,RB_719,6
71.0,198.0,4.41,36.43,15.0,124.26,6.93,4.07,CB_1392,0
72.0,235.0,4.77,30.79,24.0,117.67,7.18,4.25,LB_2903,3
72.0,187.0,4.59,35.56,17.0,125.47,6.78,4.34,WR_501,9
71.0,216.0,4.51,34.59,22.0,121.68,6.98,4.33,RB_2535,6
75.0,280.0,4.81,31.5,29.0,113.83,7.2,4.69,DL_1277,1
77.0,260.0,4.79,35.67,19.0,117.87,7.38,4.28,TE_2043,8
72.0,206.0,4.59,38.48,19.0,120.91,7.07,4.18,S_352,7
74.0,234.0,4.8,31.3,19.0,121.09,7.03,4.21,LB_780,3
75.0,264.0,4.99,29.75,26.0,117.71,7.51,4.37,DL_2898,1
73.0,224.0,4.76,31.11,21.0,107.24,7.14,4.46,QB_2883,5
73.0,207.0,4.49,32.86,14.0,125.61,6.91,4.11,WR_1455,9
75.0,231.0,4.66,28.21,17.0,109.12,7.18,4.37,QB_1237,5
69.0,207.0,4.46,32.98,15.0,119.13,7.01,4.15,RB_432,6
72.0,202.0,4.48,32.86,17.0,114.63,7.1,4.3,S_2208,7
73.0,242.0,4.63,34.39,24.0,116.52,7.22,4.33,FB_2402,2
69.0,222.0,4.48,33.7,19.0,121.46,7.0,4.4,RB_623,6
72.0,228.0,4.53,37.3,17.0,118.71,7.09,4.32,RB_1260,6
71.0,204.0,4.49,36.01,20.0,122.66,6.9,4.34,RB_1726,6
75.0,247.0,4.69,32.86,20.0,113.29,7.16,4.39,LB_1470,3
70.0,185.0,4.59,35.88,17.0,125.23,7.04,4.08,CB_1323,0
76.0,290.0,5.05,34.53,29.0,106.77,7.75,4.6,DL_2517,1
73.0,199.0,4.52,34.77,12.0,115.28,6.76,4.11,WR_607,9
76.0,312.0,5.41,30.54,28.0,96.59,7.67,4.54,OL_2425,4
74.0,247.0,4.79,36.47,26.0,111.7,7.33,4.21,LB_369,3
73.0,238.0,4.83,32.67,25.0,107.45,7.02,4.2,FB_482,2
77.0,264.0,4.8,31.2,21.0,113.48,7.25,4.38,TE_2786,8
70.0,187.0,4.5,36.71,16.0,123.18,6.76,4.19,CB_1113,0
75.0,261.0,4.75,34.84,20.0,118.94,7.32,4.43,TE_492,8
73.0,246.0,4.9,30.53,26.0,109.1,7.52,4.27,FB_2876,2
76.0,255.0,4.65,33.91,17.0,113.75,7.08,4.27,TE_2385,8
75.0,269.0,4.95,31.36,29.0,113.12,7.22,4.64,DL_2403,1
75.0,218.0,4.82,30.23,16.0,104.44,7.11,4.35,QB_1027,5
75.0,303.0,5.16,33.95,22.0,113.96,7.35,4.49,DL_106,1
73.0,243.0,4.83,31.28,23.0,116.42,7.39,4.4,FB_2028,2
71.0,214.0,4.47,32.56,24.0,122.89,6.95,4.25,RB_1061,6
77.0,260.0,4.89,34.1,23.0,119.87,7.4,4.27,TE_1684,8
73.0,235.0,4.63,31.92,19.0,115.91,7.04,4.19,LB_1825,3
72.0,254.0,4.76,34.08,18.0,109.67,7.4,4.25,FB_2206,2
76.0,257.0,4.91,32.28,18.0,113.69,7.3,4.27,TE_1973,8
73.0,201.0,4.42,32.93,11.0,116.74,6.85,4.3,WR_2925,9
71.0,194.0,4.5,32.47,15.0,122.48,6.94,4.29,WR_2646,9
69.0,209.0,4.48,37.22,17.0,116.31,6.92,4.15,RB_759,6
70.0,212.0,4.45,34.31,23.0,118.62,7.15,4.14,RB_233,6
76.0,297.0,4.83,31.93,23.0,108.97,7.4,4.54,DL_303,1
76.0,304.0,5.34,29.84,26.0,105.74,7.88,4.55,OL_1247,4
73.0,216.0,4.57,35.74,14.0,120.24,6.86,4.16,S_2954,7
75.0,243.0,4.59,33.65,20.0,118.31,7.2,4.2,LB_1832,3
78.0,301.0,5.23,29.94,25.0,99.94,8.05,4.57,OL_2540,4
74.0,237.0,4.81,34.39,23.0,112.91,7.06,4.34,LB_1243,3
76.0,290.0,4.93,29.06,30.0,107.74,7.26,4.55,DL_1254,1
75.0,305.0,4.77,28.33,24.0,112.23,7.35,4.53,DL_2746,1
76.0,213.0,4.81,30.38,16.0,113.95,7.16,4.39,QB_2327,5
71.0,217.0,4.56,34.43,18.0,119.06,7.23,4.32,RB_1657,6
75.0,292.0,4.86,30.91,31.0,109.92,7.69,4.48,DL_2998,1
76.0,311.0,5.31,28.32,23.0,97.3,7.68,4.86,OL_2999,4
77.0,264.0,4.84,36.33,21.0,119.54,7.28,4.39,TE_2915,8
74.0,204.0,4.52,37.91,11.0,117.17,7.05,4.2,WR_2077,9
77.0,321.0,5.42,27.02,28.0,103.92,7.87,4.73,OL_2344,4
73.0,235.0,4.7,34.91,21.0,118.71,7.12,4.43,FB_344,2
75.0,319.0,5.39,29.37,22.0,103.32,8.02,4.94,OL_2894,4
75.0,320.0,5.15,27.79,29.0,104.5,7.69,4.87,OL_1491,4
71.0,193.0,4.44,33.86,14.0,121.9,6.91,4.3,WR_2739,9
75.0,264.0,5.03,32.55,24.0,115.98,7.44,4.49,DL_162,1
76.0,260.0,4.76,32.79,20.0,114.83,7.33,4.38,TE_2860,8
72.0,253.0,4.65,30.96,25.0,113.47,7.33,4.53,FB_716,2
70.0,199.0,4.51,38.69,12.0,118.49,6.76,4.1,CB_2773,0
73.0,207.0,4.64,35.19,20.0,121.59,6.92,4.16,S_2607,7
74.0,242.0,4.66,31.8,22.0,122.29,7.24,4.2,LB_1778,3
75.0,219.0,4.92,29.45,19.0,116.54,7.04,4.49,QB_2613,5
73.0,199.0,4.49,32.77,19.0,122.57,7.1,4.2,S_112,7
76.0,251.0,4.66,35.84,24.0,115.23,7.33,4.25,TE_2134,8
70.0,198.0,4.58,34.39,15.0,124.39,6.89,4.08,CB_1073,0
74.0,221.0,4.98,31.85,22.0,114.05,7.2,4.34,QB_1449,5
71.0,216.0,4.42,37.49,15.0,116.3,7.07,4.14,WR_1941,9
72.0,192.0,4.58,38.03,17.0,120.05,6.99,4.14,CB_1864,0
71.0,199.0,4.5,33.72,13.0,126.46,6.92,4.26,CB_2491,0
75.0,292.0,4.91,32.67,28.0,114.7,7.82,4.67,DL_1936,1
73.0,244.0,4.71,33.25,18.0,114.7,7.37,4.37,FB_357,2
73.0,216.0,4.62,37.88,18.0,125.63,7.06,4.35,S_2133,7
77.0,317.0,5.27,27.09,24.0,97.72,7.73,4.65,OL_1272,4
73.0,214.0,4.56,38.23,16.0,119.75,6.82,4.15,S_2644,7
75.0,265.0,4.83,29.62,25.0,109.85,7.64,4.53,DL_273,1
70.0,191.0,4.51,34.88,16.0,122.42,6.95,4.23,CB_2780,0
76.0,226.0,4.72,34.1,20.0,116.3,7.22,4.38,QB_2284,5
71.0,203.0,4.52,33.13,19.0,123.24,7.14,4.32,S_2096,7
72.0,186.0,4.44,35.19,18.0,117.27,6.95,4.06,CB_471,0
72.0,204.0,4.59,33.9,20.0,121.92,7.07,4.15,S_1620,7
76.0,222.0,4.93,32.11,23.0,107.01,7.2,4.44,QB_930,5
76.0,227.0,4.7,33.34,23.0,106.34,7.34,4.23,QB_2586,5
72.0,194.0,4.51,37.71,15.0,116.67,6.85,4.31,CB_1661,0
75.0,232.0,4.69,28.28,22.0,112.62,6.99,4.33,QB_734,5
77.0,283.0,5.01,31.35,26.0,114.11,7.48,4.48,DL_1714,1
71.0,203.0,4.61,35.72,18.0,120.6,6.88,4.4,RB_294,6
74.0,237.0,4.78,33.66,24.0,118.65,7.28,4.32,LB_379,3
77.0,258.0,4.71,32.63,17.0,117.12,7.05,4.47,TE_2485,8
72.0,187.0,4.57,33.38,11.0,118.94,6.84,4.28,CB_2248,0
76.0,247.0,4.7,33.25,23.0,117.51,7.37,4.34,TE_2883,8
70.0,214.0,4.56,33.09,20.0,116.0,7.06,4.27,RB_846,6
72.0,201.0,4.52,37.8,18.0,118.6,7.21,4.27,S_52,7
75.0,222.0,4.69,29.48,19.0,114.89,7.01,4.3,QB_2557,5
70.0,198.0,4.56,33.65,16.0,124.57,6.9,4.17,CB_1778,0
71.0,240.0,4.77,32.32,22.0,110.55,7.35,4.34,FB_2286,2
76.0,268.0,5.02,33.82,25.0,106.9,7.8,4.6,DL_179,1
73.0,189.0,4.52,34.55,17.0,122.6,6.94,4.24,WR_1081,9
71.0,199.0,4.43,36.59,18.0,124.04,6.84,4.16,CB_1040,0
69.0,211.0,4.59,31.73,23.0,116.85,6.88,4.23,RB_2025,6
71.0,195.0,4.58,38.43,18.0,123.84,6.95,4.17,CB_2030,0
71.0,195.0,4.49,37.38,14.0,122.48,7.0,4.09,CB_271,0
72.0,242.0,4.78,34.93,27.0,117.7,7.28,4.43,LB_1659,3
74.0,242.0,4.77,31.92,26.0,117.56,6.94,4.42,LB_213,3
73.0,200.0,4.59,33.69,12.0,118.61,7.08,4.2,WR_670,9
73.0,247.0,4.76,33.42,21.0,111.78,7.09,4.38,FB_2139,2
71.0,205.0,4.56,34.72,17.0,118.5,7.01,4.23,S_899,7
77.0,310.0,5.3,26.79,23.0,100.64,7.99,4.78,OL_2527,4
76.0,300.0,4.87,31.45,27.0,113.76,7.82,4.63,DL_551,1
75.0,310.0,4.76,34.74,24.0,104.78,7.82,4.56,DL_1495,1
72.0,211.0,4.61,33.74,14.0,119.73,7.01,4.28,S_763,7
70.0,194.0,4.41,35.21,12.0,117.2,6.93,4.25,CB_1902,0
72.0,186.0,4.48,36.72,12.0,125.3,6.99,4.14,CB_2196,0
74.0,242.0,4.73,34.89,22.0,119.93,7.17,4.17,LB_793,3
72.0,207.0,4.65,32.8,15.0,123.92,6.98,4.09,S_1618,7
74.0,221.0,4.66,32.53,22.0,110.44,6.94,4.29,QB_1847,5
76.0,216.0,4.67,34.27,16.0,112.95,6.96,4.42,QB_506,5
72.0,203.0,4.64,34.05,19.0,121.24,6.96,4.32,S_1594,7
75.0,257.0,4.9,36.04,20.0,117.62,7.0,4.37,TE_331,8
72.0,235.0,4.83,33.28,18.0,108.49,7.44,4.26,FB_2873,2
73.0,247.0,4.73,34.34,27.0,115.84,7.29,4.53,FB_2130,2
72.0,225.0,4.6,36.06,20.0,117.42,7.14,4.39,RB_1499,6
77.0,245.0,4.69,30.74,19.0,112.95,7.17,4.46,TE_506,8
75.0,236.0,4.76,35.93,22.0,115.16,7.17,4.3,LB_2414,3
72.0,189.0,4.42,34.75,13.0,118.04,7.16,4.33,WR_2749,9
75.0,245.0,4.7,32.82,21.0,117.23,7.11,4.42,LB_835,3
76.0,255.0,4.7,35.38,20.0,116.58,7.39,4.37,TE_64,8
77.0,253.0,4.81,32.35,24.0,113.17,7.29,4.45,TE_456,8
77.0,259.0,4.8,36.05,18.0,114.17,7.17,4.47,TE_811,8
70.0,201.0,4.58,34.46,15.0,123.22,6.83,4.26,CB_538,0
72.0,198.0,4.41,35.63,13.0,119.68,6.88,4.1,CB_1290,0
71.0,185.0,4.47,35.99,12.0,126.83,6.94,4.12,CB_1164,0
74.0,249.0,4.7,32.48,21.0,112.71,7.33,4.21,LB_1221,3
70.0,191.0,4.57,34.26,13.0,117.91,6.9,4.09,CB_956,0
75.0,260.0,4.71,33.78,20.0,114.22,7.24,4.26,TE_958,8
71.0,210.0,4.52,36.04,19.0,114.61,7.12,4.15,S_2415,7
75.0,249.0,4.8,34.81,22.0,111.76,7.34,4.27,TE_2376,8
72.0,242.0,4.78,35.45,23.0,114.67,7.27,4.46,FB_1327,2
74.0,304.0,5.15,27.82,28.0,104.89,7.58,4.69,DL_386,1
70.0,218.0,4.46,36.71,15.0,113.47,7.2,4.36,RB_2610,6
77.0,247.0,4.7,33.0,21.0,116.99,7.13,4.3,TE_2908,8
70.0,208.0,4.61,36.44,18.0,122.49,6.94,4.18,RB_1582,6
72.0,205.0,4.5,38.07,15.0,121.35,6.81,4.36,WR_1155,9
76.0,259.0,4.77,30.67,21.0,114.75,7.26,4.27,TE_1293,8
75.0,255.0,4.77,33.17,17.0,109.19,7.15,4.31,TE_678,8
73.0,234.0,4.66,32.09,21.0,110.81,7.0,4.3,LB_2524,3
71.0,188.0,4.42,34.64,18.0,121.65,6.74,4.19,CB_2183,0
72.0,246.0,4.81,30.24,18.0,118.49,7.1,4.43,FB_1121,2
74.0,289.0,5.08,30.31,24.0,116.75,7.76,4.57,DL_1463,1
76.0,323.0,5.22,24.89,23.0,99.81,8.09,4.81,OL_1461,4
69.0,202.0,4.55,33.5,20.0,113.74,7.03,4.34,RB_1783,6
73.0,234.0,4.74,32.83,21.0,114.98,7.46,4.41,FB_699,2
70.0,211.0,4.52,32.38,24.0,115.6,7.01,4.27,RB_1382,6
75.0,268.0,5.11,30.82,22.0,112.75,7.41,4.6,DL_2683,1
75.0,212.0,4.95,34.2,17.0,109.61,7.03,4.19,QB_1218,5
71.0,196.0,4.58,36.56,18.0,120.01,7.08,4.06,CB_2436,0
75.0,305.0,5.35,26.64,21.0,104.0,7.79,4.85,OL_1643,4
75.0,306.0,5.34,26.52,25.0,107.26,7.84,4.7,OL_453,4
76.0,219.0,4.84,33.23,22.0,111.9,6.91,4.16,QB_2951,5
74.0,283.0,4.98,27.9,31.0,108.21,7.53,4.68,DL_550,1
76.0,305.0,5.31,30.89,23.0,102.82,7.97,4.89,OL_2810,4
72.0,245.0,4.82,33.02,25.0,114.96,7.43,4.4,FB_2707,2
74.0,307.0,5.13,33.68,28.0,109.05,7.42,4.42,DL_2188,1
77.0,295.0,4.89,30.76,25.0,112.08,7.31,4.43,DL_2664,1
72.0,252.0,4.83,31.51,21.0,112.65,7.36,4.35,FB_55,2
74.0,223.0,4.96,28.38,19.0,111.49,7.23,4.38,QB_1609,5
76.0,252.0,4.89,31.45,24.0,113.22,7.09,4.28,TE_1619,8
73.0,206.0,4.49,38.24,11.0,118.06,6.83,4.22,WR_2426,9
70.0,192.0,4.49,37.67,18.0,121.86,6.97,4.06,CB_2941,0
72.0,192.0,4.41,38.4,13.0,122.07,6.78,4.21,CB_963,0
78.0,308.0,5.12,28.79,23.0,102.09,8.15,4.73,OL_1638,4
72.0,210.0,4.54,37.71,15.0,117.18,7.2,4.11,S_1034,7
77.0,253.0,4.9,33.98,18.0,111.89,7.09,4.22,TE_1197,8
77.0,316.0,5.31,30.16,22.0,105.51,7.69,4.73,OL_855,4
78.0,249.0,4.66,34.21,17.0,118.47,7.17,4.23,TE_1620,8
76.0,251.0,4.71,29.7,18.0,116.51,7.31,4.21,TE_2240,8
73.0,234.0,4.79,33.84,22.0,112.16,7.18,4.39,LB_1387,3
73.0,203.0,4.59,35.05,17.0,115.86,6.77,4.33,WR_2504,9
73.0,242.0,4.61,34.34,18.0,116.96,7.01,4.33,LB_556,3
75.0,264.0,4.94,29.15,31.0,107.07,7.61,4.69,DL_706,1
73.0,213.0,4.58,35.79,15.0,118.66,6.88,4.17,S_1705,7
70.0,224.0,4.48,33.81,17.0,113.21,7.06,4.16,RB_96,6
69.0,213.0,4.57,35.71,15.0,121.06,6.96,4.21,RB_286,6
77.0,254.0,4.8,35.07,18.0,120.69,7.24,4.45,TE_931,8
76.0,259.0,4.83,32.68,21.0,119.74,7.26,4.39,TE_167,8
73.0,214.0,4.53,35.89,20.0,121.67,7.08,4.26,S_2455,7
77.0,315.0,5.17,25.5,28.0,99.9,7.86,4.76,OL_1848,4
73.0,239.0,4.66,31.66,21.0,118.91,7.04,4.2,LB_1314,3
74.0,211.0,4.66,31.57,19.0,109.74,7.13,4.17,QB_395,5
76.0,252.0,4.77,31.97,21.0,118.55,7.4,4.31,TE_2096,8
77.0,304.0,5.17,26.65,27.0,103.85,8.04,4.69,OL_1451,4
71.0,210.0,4.47,35.8,16.0,114.77,6.98,4.27,WR_2061,9
70.0,189.0,4.47,35.17,15.0,125.93,7.02,4.02,CB_2707,0
76.0,252.0,4.73,33.58,24.0,115.89,7.15,4.45,TE_2246,8
77.0,246.0,4.87,35.87,17.0,113.46,7.22,4.35,TE_632,8
70.0,219.0,4.66,32.25,19.0,116.71,7.08,4.26,RB_2073,6
74.0,217.0,4.72,32.12,21.0,112.76,7.0,4.28,QB_686,5
71.0,224.0,4.61,36.99,19.0,121.56,7.22,4.31,RB_2276,6
75.0,293.0,5.06,30.0,23.0,106.49,7.54,4.43,DL_654,1
76.0,216.0,4.82,33.1,20.0,107.33,7.25,4.44,QB_1153,5
75.0,212.0,4.98,31.3,18.0,111.94,7.37,4.19,QB_423,5
73.0,243.0,4.68,32.09,26.0,114.68,7.4,4.35,FB_2247,2
73.0,196.0,4.43,35.63,15.0,123.17,7.05,4.09,WR_1156,9
72.0,236.0,4.73,34.49,23.0,110.22,7.24,4.23,FB_200,2
74.0,238.0,4.77,30.82,21.0,114.21,7.07,4.23,LB_1858,3
72.0,247.0,4.76,33.89,18.0,111.32,7.26,4.29,FB_2865,2
73.0,245.0,4.72,35.85,27.0,111.59,7.16,4.42,FB_2233,2
77.0,262.0,4.69,32.33,22.0,111.15,7.15,4.3,TE_1307,8
74.0,239.0,4.64,31.16,18.0,115.36,7.31,4.31,LB_2766,3
72.0,240.0,4.61,35.93,25.0,115.69,7.22,4.21,LB_1542,3
76.0,323.0,5.32,26.52,22.0,100.27,7.95,4.87,OL_1263,4
74.0,309.0,4.87,28.73,24.0,117.85,7.73,4.39,DL_1185,1
76.0,326.0,5.29,30.7,28.0,104.28,7.68,4.79,OL_2435,4
72.0,190.0,4.59,35.39,17.0,119.81,7.1,4.29,WR_2013,9
75.0,213.0,4.92,33.7,17.0,116.28,7.23,4.28,QB_1215,5
75.0,252.0,4.88,31.89,19.0,120.14,6.98,4.28,TE_476,8
73.0,221.0,4.93,30.42,18.0,104.01,7.03,4.38,QB_2823,5
74.0,211.0,4.84,33.64,22.0,108.56,7.17,4.36,QB_1658,5
76.0,314.0,5.23,26.48,26.0,99.96,7.91,4.93,OL_2564,4
69.0,204.0,4.56,33.63,18.0,120.6,7.09,4.38,RB_772,6
71.0,193.0,4.51,35.5,11.0,121.23,7.06,4.25,CB_1461,0
73.0,206.0,4.61,34.85,19.0,116.75,6.86,4.27,S_2494,7
72.0,207.0,4.54,32.82,16.0,114.86,6.97,4.32,RB_1656,6
74.0,190.0,4.43,34.91,18.0,116.8,6.91,4.28,WR_2858,9
76.0,259.0,4.86,35.85,23.0,112.09,7.08,4.31,TE_2435,8
73.0,254.0,4.72,33.54,20.0,113.24,7.31,4.36,FB_900,2
76.0,300.0,5.4,28.19,29.0,99.91,8.15,4.81,OL_2267,4
72.0,189.0,4.52,38.26,13.0,118.66,7.04,4.13,CB_1390,0
75.0,260.0,4.86,35.64,22.0,111.48,7.12,4.21,TE_127,8
70.0,194.0,4.49,33.35,13.0,123.01,6.74,4.1,CB_99,0
75.0,248.0,4.87,34.69,22.0,114.62,6.97,4.49,TE_2724,8
73.0,216.0,4.53,37.64,15.0,114.92,6.82,4.19,WR_437,9
75.0,267.0,4.8,31.18,25.0,113.34,7.6,4.56,DL_1939,1
76.0,261.0,4.76,32.24,22.0,108.77,7.25,4.44,TE_97,8
74.0,240.0,4.69,33.55,21.0,120.01,7.05,4.23,LB_1738,3
73.0,237.0,4.7,33.33,18.0,108.01,7.24,4.32,FB_2095,2
74.0,294.0,4.97,31.05,28.0,107.24,7.48,4.36,DL_2366,1
73.0,237.0,4.73,35.85,21.0,116.16,7.11,4.44,LB_562,3
73.0,204.0,4.55,34.97,18.0,121.31,7.03,4.33,S_358,7
75.0,226.0,4.91,29.08,17.0,106.28,7.31,4.27,QB_529,5
70.0,208.0,4.62,37.13,15.0,115.17,6.99,4.22,RB_346,6
76.0,253.0,4.65,34.65,19.0,120.58,7.25,4.32,TE_2493,8
76.0,258.0,4.65,33.61,22.0,116.92,7.15,4.38,TE_355,8
75.0,251.0,4.68,34.68,24.0,113.03,7.0,4.24,TE_629,8
77.0,323.0,5.33,27.81,30.0,96.49,7.82,4.63,OL_2315,4
74.0,220.0,4.83,28.09,16.0,111.15,7.19,4.27,QB_684,5
77.0,245.0,4.79,34.13,19.0,117.6,7.37,4.38,TE_720,8
75.0,226.0,4.88,29.59,17.0,111.38,6.97,4.44,QB_2572,5
74.0,248.0,4.72,29.89,28.0,112.76,7.49,4.5,FB_1204,2
73.0,249.0,4.68,34.75,20.0,117.99,6.97,4.24,LB_59,3
76.0,272.0,5.13,32.92,28.0,112.94,7.7,4.37,DL_2247,1
73.0,218.0,4.91,31.23,19.0,106.41,7.04,4.37,QB_1211,5
72.0,207.0,4.52,35.27,21.0,119.63,7.16,4.32,S_154,7
72.0,255.0,4.81,31.34,24.0,117.06,7.22,4.28,FB_1581,2
71.0,202.0,4.61,36.95,20.0,114.71,7.11,4.35,RB_202,6
75.0,226.0,4.84,32.7,18.0,114.54,7.34,4.33,QB_2970,5
71.0,192.0,4.61,32.37,13.0,114.86,7.12,4.19,WR_2364,9
77.0,285.0,5.01,33.55,25.0,117.62,7.48,4.55,DL_34,1
74.0,249.0,4.68,32.29,25.0,115.03,7.08,4.45,LB_2511,3
76.0,255.0,4.7,36.24,24.0,116.85,7.21,4.42,TE_829,8
73.0,213.0,4.61,36.74,19.0,125.65,6.95,4.09,S_2323,7
72.0,250.0,4.84,35.24,21.0,116.83,7.38,4.35,FB_2249,2
75.0,232.0,4.95,33.48,16.0,110.05,7.16,4.31,QB_1274,5
75.0,212.0,4.81,31.4,22.0,112.75,7.21,4.15,QB_1863,5
77.0,259.0,4.74,34.33,23.0,119.99,7.22,4.27,TE_2760,8
76.0,281.0,5.13,28.51,24.0,114.16,7.29,4.36,DL_2255,1
74.0,202.0,4.56,34.22,19.0,116.27,6.95,4.14,S_1139,7
77.0,254.0,4.64,33.68,20.0,115.29,7.39,4.47,TE_1175,8
72.0,191.0,4.46,33.35,13.0,121.45,7.06,4.13,CB_1547,0
74.0,295.0,4.97,29.75,25.0,106.38,7.26,4.61,DL_1299,1
75.0,295.0,5.04,30.82,27.0,104.41,7.54,4.53,DL_1292,1
72.0,200.0,4.57,34.0,17.0,118.97,6.87,4.23,WR_233,9
69.0,223.0,4.6,31.6,24.0,120.12,6.95,4.26,RB_2994,6
76.0,229.0,4.87,30.86,18.0,107.94,6.94,4.32,QB_2866,5
71.0,250.0,4.75,35.02,26.0,112.4,7.47,4.44,FB_1535,2
71.0,199.0,4.54,37.12,14.0,115.85,7.05,4.21,WR_856,9
76.0,284.0,5.13,28.71,30.0,107.57,7.7,4.42,DL_2334,1
72.0,241.0,4.88,34.74,22.0,111.45,7.12,4.39,FB_2889,2
73.0,240.0,4.79,36.7,20.0,114.4,7.06,4.26,LB_2073,3
72.0,186.0,4.57,35.83,18.0,125.19,7.11,4.15,CB_123,0
73.0,251.0,4.75,35.08,24.0,112.09,7.32,4.3,FB_2076,2
71.0,217.0,4.58,33.33,21.0,120.39,7.03,4.17,RB_2823,6
72.0,235.0,4.73,35.54,26.0,112.72,7.04,4.5,FB_1299,2
72.0,199.0,4.5,35.81,16.0,120.29,6.9,4.24,CB_1336,0
73.0,207.0,4.53,34.53,20.0,115.87,6.95,4.17,S_1880,7
69.0,211.0,4.57,34.29,23.0,117.87,7.07,4.37,RB_514,6
73.0,195.0,4.47,34.64,16.0,121.97,6.94,4.24,WR_828,9
72.0,254.0,4.66,30.96,19.0,111.36,7.11,4.5,FB_901,2
73.0,200.0,4.52,38.12,18.0,121.21,7.02,4.18,S_1270,7
73.0,246.0,4.74,32.59,22.0,109.18,7.53,4.24,FB_1052,2
76.0,212.0,4.85,29.72,22.0,103.72,6.91,4.38,QB_809,5
73.0,207.0,4.61,36.54,16.0,122.95,7.11,4.18,S_1344,7
75.0,215.0,4.69,30.25,23.0,110.74,7.01,4.35,QB_1467,5
72.0,201.0,4.64,37.09,17.0,124.76,7.01,4.2,S_2151,7
72.0,215.0,4.53,37.34,17.0,117.01,7.09,4.25,RB_783,6
72.0,196.0,4.45,36.79,13.0,116.23,7.13,4.07,WR_1434,9
75.0,256.0,4.78,35.35,18.0,110.81,7.16,4.25,TE_337,8
74.0,226.0,4.89,29.36,20.0,105.26,7.15,4.43,QB_255,5
72.0,249.0,4.75,32.64,23.0,110.22,7.15,4.29,FB_1310,2
77.0,255.0,4.72,34.06,20.0,118.25,7.04,4.31,TE_1703,8
74.0,233.0,4.82,37.13,26.0,117.32,7.31,4.31,LB_2861,3
74.0,248.0,4.63,31.27,25.0,110.7,7.21,4.33,LB_1222,3
74.0,222.0,4.93,31.99,21.0,109.54,7.24,4.43,QB_2023,5
72.0,210.0,4.56,34.95,24.0,119.98,7.08,4.34,RB_1865,6
70.0,201.0,4.42,33.81,12.0,121.65,6.97,4.27,CB_1281,0
75.0,214.0,4.99,30.54,19.0,111.85,7.2,4.35,QB_541,5
76.0,313.0,5.22,28.21,30.0,101.27,7.86,4.71,OL_86,4
72.0,195.0,4.56,34.51,15.0,126.58,6.88,4.19,CB_547,0
72.0,215.0,4.48,33.18,20.0,118.11,6.97,4.3,S_270,7
71.0,210.0,4.58,35.02,18.0,115.89,7.18,4.32,RB_1925,6
70.0,222.0,4.55,34.26,16.0,117.89,6.99,4.24,RB_1533,6
73.0,241.0,4.7,32.43,21.0,111.55,7.19,4.2,LB_1673,3
73.0,241.0,4.82,33.94,20.0,110.54,7.53,4.47,FB_1483,2
72.0,208.0,4.58,36.81,18.0,124.23,6.87,4.14,WR_1089,9
71.0,223.0,4.59,37.02,17.0,118.59,7.25,4.27,RB_1056,6
73.0,198.0,4.46,35.15,16.0,122.79,7.01,4.12,WR_1409,9
74.0,209.0,4.53,33.12,13.0,119.45,6.79,4.31,WR_2815,9
76.0,253.0,4.84,32.26,19.0,119.36,7.04,4.27,TE_1001,8
75.0,233.0,4.83,32.19,20.0,111.24,7.06,4.2,QB_2147,5
76.0,250.0,4.66,30.66,17.0,109.77,7.08,4.25,TE_2954,8
72.0,213.0,4.47,37.4,12.0,125.83,7.09,4.36,WR_342,9
76.0,252.0,4.83,33.7,19.0,110.91,7.35,4.46,TE_1238,8
71.0,201.0,4.53,35.54,13.0,117.36,7.01,4.36,WR_137,9
77.0,244.0,4.8,31.77,22.0,108.84,7.26,4.47,TE_1256,8
71.0,184.0,4.42,38.57,12.0,123.76,6.86,4.21,CB_1306,0
77.0,252.0,4.83,32.29,18.0,108.87,7.15,4.41,TE_488,8
72.0,192.0,4.46,36.1,13.0,125.25,7.08,4.31,WR_1245,9
72.0,185.0,4.43,36.68,13.0,124.62,7.09,4.26,CB_880,0
73.0,243.0,4.77,34.1,19.0,116.04,7.5,4.3,FB_413,2
73.0,210.0,4.5,34.72,18.0,114.8,6.88,4.08,WR_1947,9
70.0,202.0,4.6,37.04,19.0,119.87,7.06,4.3,RB_1318,6
76.0,261.0,4.9,35.75,21.0,120.25,7.05,4.21,TE_981,8
70.0,224.0,4.59,37.25,24.0,118.72,7.01,4.19,RB_2520,6
74.0,237.0,4.72,36.61,26.0,119.4,7.31,4.15,LB_859,3
74.0,228.0,4.89,32.33,21.0,115.98,6.94,4.31,QB_1992,5
71.0,212.0,4.59,35.61,22.0,117.73,7.02,4.22,RB_2973,6
76.0,313.0,5.33,29.37,21.0,104.89,7.64,4.77,OL_1876,4
